year,month,day,latitude,longitude,nkill,nkillus,nkillter
2012,12,7,33.132693,70.03348,NA,0,0
2012,12,8,34.779483,72.362662,0,0,0
2012,12,10,33.856964,70.147812,1,0,0
2012,12,11,33.8945,71.45761,0,0,0
2012,12,11,34.363652,71.351504,0,0,0
2012,12,12,32.970704,70.278036,1,0,0
2012,12,12,33.529722,70.333333,1,0,0
2012,12,17,33.96,71.193056,1,0,0
2012,12,18,34.807866,72.437131,1,0,0
2012,12,21,32.30469,69.570315,4,0,1
2012,12,23,34.321111,71.4,0,0,0
2012,12,26,33.8945,71.45761,1,0,0
2012,12,29,34.0989,71.14978,0,0,0
2012,12,30,32.432222,70.036389,2,0,0
2012,12,30,33.8945,71.45761,0,0,0
2012,12,30,33.8945,71.45761,0,0,0
2012,12,31,33.8945,71.45761,1,0,0
2012,12,31,34.021103,71.287421,0,0,0
2013,1,1,34.011514,71.284218,2,0,0
2013,1,1,32.974638,70.14558,1,0,0
2013,1,2,33.029138,70.245889,3,0,0
2013,1,5,33.500894,70.379864,1,0,0
2013,1,5,34.020795,71.291442,0,0,0
2013,1,6,34.011689,71.267881,6,0,0
2013,1,7,34.321039,71.39975,2,0,0
2013,1,7,34.321606,71.399704,0,0,0
2013,1,8,34.020226,71.285369,1,0,0
2013,1,13,32.812886,69.969686,17,0,0
2013,1,13,34.564252,71.479583,0,0,0
2013,1,13,33.719842,70.329395,1,0,0
2013,1,13,34.098728,71.149765,1,0,0
2013,1,21,34.023071,71.289854,0,0,0
2013,1,21,34.553451,71.487837,2,0,0
2013,1,21,33.513096,70.95142,1,0,0
2013,1,21,32.667476,69.859741,1,0,0
2013,1,22,33.173444,70.4015,0,0,0
2013,1,23,34.568294,71.256418,0,0,0
2013,1,27,34.560062,71.476599,0,0,0
2013,1,26,34.072547,71.18191,0,0,0
2013,1,27,33.034195,70.310489,0,0,0
2013,1,30,32.963208,69.972513,0,0,0
2013,1,31,33.798152,70.135162,2,0,0
2013,2,2,34.06665,71.194046,0,0,0
2013,2,8,33.742381,70.965883,13,0,0
2013,2,8,34.09887,71.148121,0,0,0
2013,2,9,32.974468,70.236319,0,0,0
2013,2,10,32.970704,70.278036,2,0,0
2013,2,14,33.707778,71.0025,4,0,0
2013,2,14,33.7075,71.002222,7,0,0
2013,2,9,33.002311,70.276355,0,0,0
2013,2,16,33.695975,70.336069,1,0,0
2013,2,17,32.877767,70.115811,0,0,0
2013,2,18,34.0989,71.14978,2,0,0
2013,2,22,32.999081,70.065163,2,0,0
2013,2,25,32.657876,69.87133,0,0,0
2013,2,25,33.897065,71.285721,1,0,0
2013,2,27,33.109056,70.476588,1,0,0
2013,2,28,34.565494,71.477429,0,0,0
2013,2,28,34.565494,71.477429,0,0,0
2013,2,28,34.567778,71.273333,0,0,0
2013,2,28,34.565494,71.477429,0,0,0
2013,2,28,33.697271,71.144852,0,0,0
2013,3,2,34.343333,71.236667,0,0,0
2013,3,3,34.824232,71.432734,0,0,0
2013,3,6,34.0989,71.14978,0,0,0
2013,3,6,33.999986,71.383328,0,0,0
2013,3,6,33.707778,71.0025,9,0,9
2013,3,7,33.707778,71.0025,1,0,0
2013,3,10,34.0989,71.14978,1,0,0
2013,3,10,33.719714,70.329373,0,0,0
2013,3,11,33.778532,70.512378,3,0,0
2013,3,16,32.999081,70.065163,0,0,0
2013,3,18,34.467222,71.276111,0,0,0
2013,3,18,34.467222,71.276111,0,0,0
2013,3,22,34.027624,71.289854,1,0,1
2013,3,22,34.018518,71.287308,0,0,0
2013,3,22,34.099012,71.149249,0,0,0
2013,3,23,32.970328,70.277903,18,0,1
2013,3,23,32.998802,70.065466,18,0,1
2013,3,24,34.020795,71.287079,1,0,0
2013,3,25,34.8,71.466667,2,0,0
2013,3,26,32.998139,70.065742,19,0,1
2013,3,27,32.077847,69.843851,0,0,0
2013,3,29,33.552793,70.359249,0,0,0
2013,4,5,33.726531,71.007604,2,0,0
2013,4,4,33.533611,70.351944,5,0,5
2013,4,7,32.970704,70.278036,2,0,0
2013,4,8,33.961111,71.0575,2,0,0
2013,4,10,33.988611,71.069444,9,0,9
2013,4,11,32.515002,69.290848,0,0,0
2013,4,11,33.813384,70.676723,3,0,0
2013,4,12,33.824116,70.708952,0,0,0
2013,4,13,32.999081,70.065163,0,0,0
2013,4,13,33.961111,71.057778,0,0,0
2013,4,14,33.657,71.542,0,0,0
2013,4,15,33.961111,71.057778,1,0,0
2013,4,16,32.99945,70.067182,4,0,0
2013,4,16,33.96999,71.112535,6,0,6
2013,4,17,33.732,70.813885,8,0,8
2013,4,17,33.777168,70.791178,0,0,0
2013,4,19,33.731837,70.814124,4,0,4
2013,4,19,32.304328,69.590392,0.33,0,0
2013,4,19,32.301353,69.586701,0.34,0,0
2013,4,19,32.300918,69.589534,0.33,0,0
2013,4,20,34.73001,71.52159,5,0,1
2013,4,20,33.776633,70.793109,4,0,4
2013,4,21,32.970704,70.278036,4,0,0
2013,4,25,33.898347,70.101158,0,0,0
2013,4,26,32.998874,70.065208,0,0,0
2013,4,26,34.565383,71.468382,1,0,0
2013,4,26,32.909298,69.760605,3,0,0
2013,5,1,32.970704,70.278036,NA,0,0
2013,5,3,32.568611,69.83,5,0,4
2013,5,4,34.075412,71.278839,1,0,0
2013,5,4,33.443839,70.907124,0,0,0
2013,5,5,32.888813,69.882202,0,0,0
2013,5,5,32.974638,70.14558,2,0,0
2013,5,6,33.900164,70.097065,23,0,0
2013,5,8,34.856902,71.429936,2,0,0
2013,5,8,32.898038,69.860229,0,0,0
2013,5,8,34.856902,71.429936,0,0,0
2013,5,9,32.971138,70.277992,1,0,0
2013,5,9,32.970704,70.278036,1,0,0
2013,5,9,34.706389,71.411111,1,0,0
2013,5,10,33.000386,70.065293,2,0,0
2013,5,10,33.886093,70.190277,12,0,9
2013,5,8,34.59252,71.475449,0,0,0
2013,5,10,32.999081,70.065163,2,0,0
2013,5,13,33.000386,70.065293,16,0,0
2013,5,14,33.890368,70.193367,0,0,0
2013,5,14,33.890368,70.193367,0,0,0
2013,5,19,34.0989,71.14978,0,0,0
2013,5,19,33.999166,71.34922,0,0,0
2013,5,20,34.856902,71.429936,1,0,0
2013,5,20,32.304722,69.570278,0,0,0
2013,5,20,32.571111,69.785278,0,0,0
2013,5,21,32.304722,69.570278,2,0,0
2013,5,23,33.833492,70.518322,2,0,0
2013,5,23,34.856902,71.429936,0,0,0
2013,5,23,33.697494,70.344672,2,0,0
2013,5,28,34.098893,71.14978,0,0,0
2013,5,31,33.726945,70.694618,23,0,20
2013,5,31,33.56748,70.587439,NA,0,0
2013,6,1,33.69578,70.354843,2,0,0
2013,6,1,34.83658,71.484924,1,0,0
2013,6,3,32.95539,70.131008,1,0,1
2013,6,3,33.710278,70.34,0,0,0
2013,6,5,33.705344,71.146068,0,0,0
2013,6,9,32.81304,69.969922,3,0,0
2013,6,9,32.970343,70.275088,0,0,0
2013,6,9,32.972772,70.14558,0,0,0
2013,6,12,34.021103,71.287421,1,0,0
2013,6,12,32.580222,69.822302,1,0,0
2013,6,18,32.945301,70.295677,2,0,0
2013,6,20,34.730327,71.503744,1,0,0
2013,6,20,34.565494,71.477429,0,0,0
2013,6,20,34.730041,71.521948,1,0,0
2013,6,22,34.568578,71.228965,2,0,0
2013,6,22,34.732937,71.524165,2,0,0
2013,6,23,33.704274,70.330613,1,0,0
2013,6,27,32.974638,70.14558,0,0,0
2013,6,30,32.999308,70.066635,4,0,0
2013,6,30,32.304722,69.570278,4,0,0
2013,7,1,33.797884,70.135183,1,0,0
2013,7,2,34.473165,71.141167,0,0,0
2013,7,2,34.763192,71.409831,1,0,0
2013,7,2,33.814811,70.747433,1,0,0
2013,7,2,34.09099,71.145752,1,0,0
2013,7,4,32.301643,69.571066,0,0,0
2013,7,4,32.960327,69.932141,6,0,1
2013,7,5,33.8175,70.644722,2,0,0
2013,7,4,34.883255,71.383188,0,0,0
2013,7,7,32.985628,70.144501,0,0,0
2013,7,13,33.914517,71.462103,NA,0,0
2013,7,17,33.930827,71.46389,2,0,2
2013,7,17,32.320237,69.859741,3,0,0
2013,7,18,34.768611,71.591111,2,0,0
2013,7,18,34.805276,71.470066,3,0,0
2013,7,18,34.81597,71.40523,0,0,0
2013,7,19,33.944526,72.45465,2,0,0
2013,7,21,33,70.166667,0,0,0
2013,7,22,34.597288,71.632107,2,0,0
2013,7,22,34.343224,71.212349,0,0,0
2013,7,26,33.899273,70.100484,30.5,0,1
2013,7,26,33.899273,70.100484,30.5,0,1
2013,7,26,33.695975,70.336069,2,0,0
2013,7,28,34.101667,71.146667,0,0,0
2013,7,28,33.692988,70.333947,2,0,0
2013,7,31,33.686639,71.508422,10,0,8
2013,7,31,32.974638,70.14558,NA,0,0
2013,8,2,34.730609,71.521972,0,0,0
2013,8,3,34.09099,71.145752,0,0,0
2013,8,3,34.70664,71.41125,0,0,0
2013,8,5,33.781216,70.445066,1,0,0
2013,8,6,34.726165,71.492543,0,0,0
2013,8,6,34.766074,71.41021,0,0,0
2013,8,7,34.34339,71.2367,0,0,0
2013,8,7,34.34339,71.2367,0,0,0
2013,8,9,33.560565,70.337563,2,0,0
2013,8,12,32.290282,69.542229,0,0,0
2013,8,18,34.805278,71.467778,1,0,0
2013,8,19,34.343333,71.236667,0,0,0
2013,8,21,34.881425,71.531868,2,0,0
2013,8,27,32.51899,70.025246,6,0,4
2013,8,28,34.440833,71.058333,1,0,0
2013,9,1,32.96083,69.91806,9,0,0
2013,9,2,34.098663,71.151143,0,0,0
2013,9,3,32.974638,70.14558,0,0,0
2013,9,3,32.974638,70.14558,0,0,0
2013,9,8,32.999081,70.065163,1,0,1
2013,9,8,32.974638,70.14558,0,0,0
2013,9,8,32.974638,70.14558,0,0,0
2013,9,8,34.12811,71.26928,0,0,0
2013,9,8,34.018106,71.284119,0,0,0
2013,9,9,33.916725,71.458755,3,0,0
2013,9,9,34.34833,71.29278,0,0,0
2013,9,10,33.798443,70.135127,0,0,0
2013,9,12,34.100576,71.147289,0,0,0
2013,9,12,33.899167,70.100833,0,0,0
2013,9,13,34.321111,71.4,1,0,0
2013,9,14,34.81556,71.5136,1,0,0
2013,9,15,32.999081,70.065163,1,0,0
2013,9,18,32.905167,69.748798,2,0,2
2013,9,18,34.34339,71.2367,0,0,0
2013,9,19,33.704135,70.331891,0,0,0
2013,9,19,32.2983,69.576527,0,0,0
2013,9,22,32.95643,70.219909,1,0,0
2013,9,25,34.349642,71.246289,NA,0,0
2013,9,25,34.349642,71.246289,3,0,0
2013,9,30,34.856902,71.429936,0,0,0
2013,10,1,34.706111,71.433056,1,0,1
2013,10,2,34.0989,71.14978,0,0,0
2013,10,3,32.667476,69.859741,0,0,0
2013,10,5,33.695975,70.336069,0,0,0
2013,10,5,33.695975,70.336069,0,0,0
2013,10,7,34.72978,71.521714,1,0,0
2013,10,9,33.695975,70.336069,0,0,0
2013,10,9,33.778025,70.258727,0,0,0
2013,10,11,32.304722,69.570278,3,0,1
2013,10,17,32.974638,70.14558,1,0,0
2013,10,21,34.856902,71.429936,0,0,0
2013,10,22,34.779667,71.689532,0,0,0
2013,10,23,33.695975,70.336069,1,0,1
2013,10,24,32.515165,69.282938,0,0,0
2013,10,27,32.999081,70.065163,1,0,0
2013,10,27,32.999081,70.065163,1,0,0
2013,10,27,32.970704,70.278036,0,0,0
2013,10,27,34.644134,71.467187,1,0,0
2013,10,28,32.415681,70.30732,0,0,0
2013,10,28,32.999081,70.065163,9,0,9
2013,10,30,34.009722,71.054722,5,0,0
2013,10,30,32.320237,69.859741,2,0,0
2013,10,31,34.731196,71.479573,0,0,0
2013,11,1,32.999081,70.065163,0,0,0
2013,11,2,34.776746,71.439985,0,0,0
2013,11,10,32.999386,70.065242,0,0,0
2013,11,11,33.466168,70.421512,0,0,0
2013,11,12,34.09099,71.145752,0,0,0
2013,11,17,34.344464,71.36796,0,0,0
2013,11,17,32.970704,70.278036,0,0,0
2013,11,19,32.970624,70.277821,8,0,1
2013,11,20,33.256111,70.487289,5,0,1
2013,11,21,34.120528,71.097666,1,0,1
2013,11,21,34.575482,71.488758,3,0,0
2013,11,22,34.856637,71.432891,0,0,0
2013,11,22,34.74,71.53,0,0,0
2013,11,24,34.56231,71.482505,0,0,0
2013,11,24,32.974558,70.236554,2,0,0
2013,11,24,33.89824,70.100363,2,0,0
2013,11,24,33.897706,70.099798,1,0,0
2013,11,24,32.974558,70.236554,0,0,0
2013,12,2,33.173551,70.401698,1,0,0
2013,12,2,33.132815,70.035392,0,0,0
2013,12,2,32.974638,70.14558,0,0,0
2013,12,4,34.443239,71.058109,3,0,0
2013,12,10,34.119766,71.104745,0,0,0
2013,12,9,34.100358,71.149718,0,0,0
2013,12,12,33.173506,70.401762,4,0,0
2013,12,13,34.55683,71.258011,1,0,0
2013,12,15,34.866221,71.526767,0,0,0
2013,12,17,32.974638,70.14558,0,0,0
2013,12,17,33.9475,69.942222,2,0,0
2013,12,17,33.909167,71.0625,0,0,0
2013,12,17,32.969554,70.276258,0,0,0
2013,12,17,32.999081,70.065163,0,0,0
2013,12,17,32.694271,69.837303,0,0,0
2013,12,17,33.695975,70.336069,0,0,0
2013,12,18,32.970704,70.278036,6,0,1
2013,12,18,34.739356,71.386414,0,0,0
2013,12,18,34.09242,71.147706,0,0,0
2013,12,18,32.970704,70.278036,23,0,23
2013,12,18,32.191944,69.69629,0,0,0
2013,12,25,33.812494,70.676945,1,0,0
2013,12,27,34.443239,71.058109,0,0,0
2013,12,27,34.443239,71.058109,0,0,0
2013,12,28,34.667222,71.294444,1,0,0
2013,12,29,32.974638,70.14558,0,0,0
